Hisse,Tarih,close,%Deg,%Vol,5_EMA,8_EMA,13_EMA,4_EMA,9_EMA,9_WMA,15_WMA,200_EMA,PP,VolMov,rsi,K_C5,K_C8,K_C13,K_58,K_513,K_Ort,K_W_Ort,K_TkKj,Ort,Tk,Spb,Chk,200,Pvt,Vl,Fh,Macd,Rsi,DI,A,S
AGROT,20-03-2024,32.98,4.57,-7.88,32.18,32.36,32.92,32.2,32.46,32.13,32.25,24.15,32.67,32063482.67,49.79,+,+,+,,,,,,+,+,,,,+,,+,,,+,8,0
ACSEL,20-03-2024,168.0,3.07,-63.27,165.27,166.22,166.54,165.04,166.44,165.58,167.85,118.2,167.67,299260.0,54.82,+,+,+,,,,,,+,+,,+,,,,+,,,,7,0
XU100,20-03-2024,8944.34,0.16,-48.66,8901.26,8918.25,8948.88,8900.01,8925.18,8902.7,8930.4,7570.24,8948.78,1874913197.33,50.63,,,,,,,,,,,,-,,-,,+,,+,+,3,2
ADEL,20-03-2024,765.0,3.17,-40.16,721.7,697.34,666.54,730.98,690.31,707.71,673.48,408.53,766.5,583472.0,79.78,,,,,,,,,,,,+,,-,,,,,,1,1
AFYON,20-03-2024,11.94,-0.08,-45.28,12.04,12.18,12.37,12.0,12.22,12.1,12.3,11.67,11.97,2930064.0,38.77,,,,,,,,,,,,-,,-,-,+,,,,1,3
AGESA,20-03-2024,71.6,-3.5,-38.55,72.89,72.45,71.18,72.86,72.22,73.42,72.19,53.55,72.37,535295.33,59.14,-,-,,,,,,,-,-,,+,,-,-,,,,,1,6
A1CAP,20-03-2024,30.4,-0.91,-48.08,30.9,31.29,31.66,30.75,31.39,31.13,31.79,33.94,30.53,1383884.67,42.89,,,,,,,,,,,,,,-,-,,,,,0,2
ADESE,20-03-2024,2.58,-1.9,-36.91,2.67,2.72,2.77,2.65,2.73,2.7,2.78,2.14,2.6,43566534.33,37.13,,,,,,,,,,,,-,,,-,,,,,0,2
AEFES,20-03-2024,139.8,-0.5,5.39,140.63,141.95,143.79,140.21,142.36,141.58,143.09,114.88,140.87,1400023.67,42.63,,,,,,,,,-,,,-,,-,-,,,,,0,4
AGHOL,20-03-2024,251.0,0.76,-70.05,254.85,257.82,259.53,253.38,258.4,258.97,261.26,196.52,251.53,621657.33,45.66,,,,,,,,,,,,-,,-,,,,,,0,2
AGYO,20-03-2024,9.22,0.33,-52.69,9.35,9.49,9.63,9.29,9.52,9.44,9.65,7.86,9.21,1513359.33,43.25,,,,,,,,,,,,-,,,,,,,,0,1
